"age","agecat","degree","educ","emailhrs","hrs1","ndegree","netcat","nethrs","sex","sphrs1","srcheng2","tvhours","usecomp","usemail","usenet","useweb","webhrs","hapmar","happy","speduc","rincome","life","income","maeduc","paeduc","marital","postlife","pres96","richwork","satjob","sibs","spdeg","spwrksta","vote96","wrkstat","zodiac","incomdol","rincdol","husbeduc","wifeduc","husbhr","wifehr","husbft","wifeft","wkftwife","wkfthusb"
30,"30-39","High school",14,-1,50,"High school","Not Internet user",-1,"Male",50,"Not applicable",2,"No","No","No","No",-1,"PRETTY HAPPY","VERY HAPPY",99,"$40000 TO 49999","NAP","$60000 TO 74999",16,16,"MARRIED","NO","NAP","NAP","VERY SATISFIED",2,"LT HIGH SCHOOL","WORKING FULLTIME","DID NOT VOTE","WORKING FULLTIME","CANCER",67500,45000,14,NA,50,50,"Yes","Yes",1,1
50,"50-59","High school",12,5,-1,"High school","4+ to 10 hours",8,"Female",40,"Yahoo",-1,"Yes","Yes","Yes","Yes",3,"VERY HAPPY","PRETTY HAPPY",12,"NAP","ROUTINE","REFUSED",10,7,"MARRIED","NAP","NA","NAP","NA",5,"HIGH SCHOOL","WORKING FULLTIME","VOTED","KEEPING HOUSE","NA",-1,-2,12,12,40,NA,"Yes","No",0,1
35,"30-39","High school",12,-1,50,"High school","Not Internet user",-1,"Male",99,"Not applicable",1,"No","No","No","No",-1,"VERY HAPPY","VERY HAPPY",12,"$40000 TO 49999","NAP","$50000 TO 59999",4,5,"MARRIED","YES","CLINTON","NAP","VERY SATISFIED",5,"HIGH SCHOOL","WORKING FULLTIME","VOTED","WORKING FULLTIME","VIRGO",55000,45000,12,12,50,NA,"Yes","Yes",1,1
34,"30-39","High school",12,0,40,"High school","One hour or less",1,"Male",40,"Not applicable",1,"Yes","No","Yes","Yes",1,"VERY HAPPY","PRETTY HAPPY",12,"$30000 TO 34999","ROUTINE","$50000 TO 59999",14,97,"MARRIED","YES","DOLE","CONTINUE WORKING","MOD. SATISFIED",0,"HIGH SCHOOL","WORKING FULLTIME","VOTED","WORKING FULLTIME","VIRGO",55000,32500,12,12,40,40,"Yes","Yes",1,1
36,"30-39","High school",14,-1,40,"High school","Not Internet user",-1,"Female",40,"Not applicable",8,"No","No","No","No",-1,"NOT TOO HAPPY","NOT TOO HAPPY",14,"$22500 TO 24999","NAP","$25000 TO 29999",12,12,"MARRIED","YES","NAP","NAP","VERY DISSATISFIED",5,"JUNIOR COLLEGE","WORKING FULLTIME","DID NOT VOTE","WORKING FULLTIME","CAPRICORN",27500,23750,14,14,40,40,"Yes","Yes",1,1
43,"40-49","High school",14,0.5,45,"High school","One hour or less",0.5,"Male",-1,"Not applicable",4,"Yes","Yes","Yes","No",0,"NAP","NA",97,"$20000 TO 22499","NAP","$20000 TO 22499",12,14,"NEVER MARRIED","YES","NAP","NAP","VERY SATISFIED",8,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","LIBRA",21250,21250,NA,NA,NA,NA,NA,NA,NA,NA
37,"30-39","High school",13,-1,40,"High school","Not Internet user",-1,"Male",30,"Not applicable",3,"Yes","No","No","No",-1,"PRETTY HAPPY","NOT TOO HAPPY",14,"$50000 TO 59999","NAP","$50000 TO 59999",12,98,"MARRIED","DK","CLINTON","NAP","VERY SATISFIED",3,"HIGH SCHOOL","WORKING FULLTIME","VOTED","WORKING FULLTIME","LEO",55000,55000,13,14,40,30,"Yes","Yes",1,1
54,"50-59","High school",13,-1,40,"High school","Not Internet user",-1,"Female",-1,"Not applicable",-1,"Yes","No","No","No",-1,"NAP","PRETTY HAPPY",97,"$17500 TO 19999","ROUTINE","REFUSED",8,8,"NEVER MARRIED","NAP","CLINTON","STOP WORKING","VERY SATISFIED",3,"NAP","NAP","VOTED","WORKING FULLTIME","PISCES",-1,18750,NA,NA,NA,NA,NA,NA,NA,NA
74,"60-89","High school",12,-1,-1,"High school","Not Internet user",-1,"Female",-1,"Not applicable",3,"No","No","No","No",-1,"PRETTY HAPPY","PRETTY HAPPY",12,"NAP","ROUTINE","$22500 TO 24999",12,8,"MARRIED","YES","NAP","NAP","NAP",5,"HIGH SCHOOL","RETIRED","DID NOT VOTE","RETIRED","CANCER",23750,-2,12,12,NA,NA,"No","No",0,0
57,"50-59","High school",13,-1,-1,"High school","Not Internet user",-1,"Female",-1,"Not applicable",1,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"REFUSED","NAP","REFUSED",16,97,"NEVER MARRIED","YES","DOLE","NAP","NAP",3,"NAP","NAP","VOTED","RETIRED","SAGITTARIUS",-1,-1,NA,NA,NA,NA,NA,NA,NA,NA
66,"60-89","High school",13,-1,-1,"High school","Not Internet user",-1,"Male",-1,"Not applicable",-1,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"NAP","ROUTINE","$7 000 TO 7 999",97,6,"NEVER MARRIED","NAP","DOLE","NAP","NAP",5,"NAP","NAP","VOTED","RETIRED","ARIES",7500,-2,NA,NA,NA,NA,NA,NA,NA,NA
59,"50-59","High school",14,5,45,"High school","4+ to 10 hours",7,"Female",-1,"Don't know",1,"Yes","Yes","Yes","Yes",2,"NAP","VERY HAPPY",97,"$30000 TO 34999","EXCITING","DK",12,12,"DIVORCED","YES","DOLE","CONTINUE WORKING","VERY SATISFIED",6,"NAP","NAP","VOTED","WORKING FULLTIME","SCORPIO",-2,32500,NA,NA,NA,NA,NA,NA,NA,NA
27,"18-29","High school",12,-3,37,"High school","Not available",-3,"Female",-1,"Not available",3,"Yes","No answer","No answer","No answer",-3,"NAP","NA",97,"$17500 TO 19999","NAP","$35000 TO 39999",2,98,"NEVER MARRIED","YES","NAP","NAP","A LITTLE DISSAT",13,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","CANCER",37500,18750,NA,NA,NA,NA,NA,NA,NA,NA
37,"30-39","High school",12,-1,-1,"High school","Not Internet user",-1,"Female",-1,"Not applicable",4,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"NAP","NAP","$3 000 TO 3 999",10,8,"DIVORCED","YES","NAP","NAP","NA",1,"NAP","NAP","DID NOT VOTE","KEEPING HOUSE","SAGITTARIUS",3500,-2,NA,NA,NA,NA,NA,NA,NA,NA
28,"18-29","High school",12,-1,40,"High school","Not Internet user",-1,"Female",-1,"Not applicable",1,"Yes","No","No","No",-1,"NAP","PRETTY HAPPY",97,"$12500 TO 14999","DULL","$12500 TO 14999",12,97,"NEVER MARRIED","NO","NAP","STOP WORKING","MOD. SATISFIED",4,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","PISCES",13750,13750,NA,NA,NA,NA,NA,NA,NA,NA
64,"60-89","High school",12,-1,-1,"High school","Not Internet user",-1,"Female",-1,"Not applicable",4,"No","No","No","No",-1,"VERY HAPPY","VERY HAPPY",14,"$1 000 TO 2 999","NAP","$25000 TO 29999",8,10,"MARRIED","YES","DOLE","NAP","NA",1,"HIGH SCHOOL","RETIRED","VOTED","KEEPING HOUSE","LEO",27500,2000,14,12,NA,NA,"No","No",0,0
68,"60-89","High school",12,-1,-1,"High school","Not Internet user",-1,"Female",-1,"Not applicable",-1,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"$22500 TO 24999","ROUTINE","$40000 TO 49999",12,97,"DIVORCED","NAP","DOLE","NAP","NAP",1,"NAP","NAP","VOTED","RETIRED","CAPRICORN",45000,23750,NA,NA,NA,NA,NA,NA,NA,NA
33,"30-39","High school",13,0.166666666666667,50,"High school","More than 10",10.1666666666667,"Male",-1,"Not available",-1,"Yes","Yes","Yes","Yes",10,"VERY HAPPY","PRETTY HAPPY",12,"$25000 TO 29999","ROUTINE","$35000 TO 39999",12,97,"MARRIED","NAP","DOLE","STOP WORKING","VERY SATISFIED",1,"HIGH SCHOOL","KEEPING HOUSE","VOTED","WORKING FULLTIME","LIBRA",37500,27500,13,12,50,NA,"Yes","No",0,1
62,"60-89","High school",14,-1,-1,"High school","Not Internet user",-1,"Female",-1,"Not applicable",-1,"Yes","No","No","No",-1,"NAP","PRETTY HAPPY",97,"$20000 TO 22499","ROUTINE","$20000 TO 22499",2,8,"WIDOWED","NAP","CLINTON","NAP","NAP",1,"NAP","NAP","VOTED","OTHER","SAGITTARIUS",21250,21250,NA,NA,NA,NA,NA,NA,NA,NA
41,"40-49","High school",12,-1,40,"High school","Not Internet user",-1,"Male",40,"Not applicable",-1,"Yes","No","No","No",-1,"VERY HAPPY","VERY HAPPY",12,"$25000 TO 29999","ROUTINE","$50000 TO 59999",8,8,"MARRIED","NAP","PEROT","CONTINUE WORKING","MOD. SATISFIED",4,"HIGH SCHOOL","WORKING FULLTIME","VOTED","WORKING FULLTIME","LEO",55000,27500,12,12,40,40,"Yes","Yes",1,1
54,"50-59","High school",12,-1,72,"High school","Not Internet user",-1,"Male",-1,"Not applicable",-1,"No","No","No","No",-1,"NAP","NOT TOO HAPPY",97,"REFUSED","EXCITING","REFUSED",12,12,"DIVORCED","NAP","DOLE","STOP WORKING","MOD. SATISFIED",2,"NAP","NAP","VOTED","WORKING FULLTIME","CANCER",-1,-1,NA,NA,NA,NA,NA,NA,NA,NA
30,"30-39","High school",12,0,80,"High school","One hour or less",0.5,"Male",-1,"Not applicable",1,"Yes","No","Yes","Yes",0.5,"NAP","NA",97,"$75000 - $89999","NAP","$75000 TO $89999",12,12,"NEVER MARRIED","NO","NAP","NAP","MOD. SATISFIED",4,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","LEO",82500,82500,NA,NA,NA,NA,NA,NA,NA,NA
29,"18-29","High school",15,40,40,"High school","More than 10",50,"Female",-1,"Altavista",3,"Yes","Yes","Yes","Yes",10,"NAP","PRETTY HAPPY",97,"$12500 TO 14999","ROUTINE","REFUSED",12,16,"NEVER MARRIED","YES","NAP","CONTINUE WORKING","VERY SATISFIED",1,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","CANCER",-1,13750,NA,NA,NA,NA,NA,NA,NA,NA
28,"18-29","High school",13,-1,50,"High school","Not Internet user",-1,"Female",-1,"Not applicable",1,"Yes","No","No","No",-1,"NAP","PRETTY HAPPY",97,"$20000 TO 22499","ROUTINE","$30000 TO 34999",12,99,"WIDOWED","NO","CLINTON","STOP WORKING","VERY SATISFIED",1,"NAP","NAP","VOTED","WORKING FULLTIME","AQUARIUS",32500,21250,NA,NA,NA,NA,NA,NA,NA,NA
30,"30-39","High school",12,1,50,"High school","4+ to 10 hours",5,"Male",-1,"Yahoo",-1,"Yes","Yes","Yes","Yes",4,"VERY HAPPY","VERY HAPPY",13,"$30000 TO 34999","ROUTINE","$30000 TO 34999",14,97,"MARRIED","NAP","CLINTON","CONTINUE WORKING","VERY SATISFIED",3,"HIGH SCHOOL","SCHOOL","VOTED","WORKING FULLTIME","ARIES",32500,32500,12,13,50,NA,"Yes","No",0,1
54,"50-59","High school",12,20,40,"High school","More than 10",20,"Female",-1,"Not applicable",-1,"Yes","Yes","Yes","No",0,"NAP","VERY HAPPY",97,"$7 000 TO 7 999","EXCITING","$8 000 TO 9 999",8,8,"DIVORCED","NAP","NAP","STOP WORKING","MOD. SATISFIED",0,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","AQUARIUS",9000,7500,NA,NA,NA,NA,NA,NA,NA,NA
66,"60-89","High school",12,14,34,"High school","More than 10",21,"Female",-1,"Yahoo",-1,"Yes","Yes","Yes","Yes",7,"NAP","PRETTY HAPPY",97,"NAP","EXCITING","REFUSED",98,97,"DIVORCED","NAP","CLINTON","CONTINUE WORKING","VERY SATISFIED",0,"NAP","NAP","VOTED","WORKING PARTTIME","SCORPIO",-1,-2,NA,NA,NA,NA,NA,NA,NA,NA
22,"18-29","High school",12,2,-1,"High school","1+ to  4 hours",2,"Female",-1,"Not applicable",2,"Yes","Yes","Yes","No",0,"NAP","PRETTY HAPPY",97,"$6 000 TO 6 999","NAP","$25000 TO 29999",15,12,"NEVER MARRIED","NO","NAP","NAP","NAP",4,"NAP","NAP","INELIGIBLE","SCHOOL","LIBRA",27500,6500,NA,NA,NA,NA,NA,NA,NA,NA
47,"40-49","High school",12,-1,89,"High school","Not Internet user",-1,"Female",-1,"Not applicable",8,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"$5 000 TO 5 999","NAP","$5 000 TO 5 999",7,98,"SEPARATED","YES","CLINTON","NAP","MOD. SATISFIED",2,"NAP","NAP","VOTED","WORKING FULLTIME","LIBRA",5500,5500,NA,NA,NA,NA,NA,NA,NA,NA
59,"50-59","High school",14,14,-1,"High school","More than 10",21,"Female",20,"Dogpile",3,"Yes","Yes","Yes","Yes",7,"PRETTY HAPPY","PRETTY HAPPY",19,"NAP","NAP","$50000 TO 59999",14,19,"MARRIED","YES","PEROT","NAP","NAP",3,"GRADUATE","WORKING FULLTIME","VOTED","RETIRED","AQUARIUS",55000,-2,19,14,20,NA,"Yes","No",0,1
36,"30-39","High school",14,2,40,"High school","1+ to  4 hours",2.5,"Male",18,"Not applicable",5,"Yes","Yes","Yes","Yes",0.5,"VERY HAPPY","PRETTY HAPPY",12,"$40000 TO 49999","NAP","$50000 TO 59999",12,16,"MARRIED","YES","DOLE","NAP","VERY SATISFIED",2,"HIGH SCHOOL","WORKING PARTTIME","VOTED","WORKING FULLTIME","GEMINI",55000,45000,14,12,40,18,"Yes","No",0,1
32,"30-39","High school",11,-1,-1,"High school","Not Internet user",-1,"Male",-1,"Not applicable",0,"No","No","No","No",-1,"NAP","NOT TOO HAPPY",97,"$8 000 TO 9 999","NAP","$8 000 TO 9 999",14,97,"NEVER MARRIED","DK","CLINTON","NAP","VERY SATISFIED",2,"NAP","NAP","VOTED","UNEMPL, LAID OFF","LEO",9000,9000,NA,NA,NA,NA,NA,NA,NA,NA
63,"60-89","High school",12,-1,-1,"High school","Not Internet user",-1,"Female",16,"Not applicable",6,"No","No","No","No",-1,"NOT TOO HAPPY","PRETTY HAPPY",12,"NAP","NAP","$25000 TO 29999",9,98,"MARRIED","YES","CLINTON","NAP","NA",10,"HIGH SCHOOL","WORKING PARTTIME","VOTED","KEEPING HOUSE","LIBRA",27500,-2,12,12,16,NA,"No","No",0,0
33,"30-39","High school",13,1,50,"High school","1+ to  4 hours",2,"Female",50,"Not applicable",1,"Yes","Yes","Yes","Yes",1,"PRETTY HAPPY","PRETTY HAPPY",15,"$17500 TO 19999","ROUTINE","$35000 TO 39999",15,14,"MARRIED","YES","CLINTON","CONTINUE WORKING","MOD. SATISFIED",2,"JUNIOR COLLEGE","WORKING FULLTIME","VOTED","WORKING FULLTIME","ARIES",37500,18750,15,13,50,50,"Yes","Yes",1,1
35,"30-39","High school",13,-1,35,"High school","Not Internet user",-1,"Male",40,"Not applicable",1,"Yes","No","No","No",-1,"VERY HAPPY","VERY HAPPY",15,"REFUSED","EXCITING","REFUSED",14,12,"MARRIED","YES","NA","CONTINUE WORKING","VERY SATISFIED",2,"JUNIOR COLLEGE","WORKING FULLTIME","VOTED","WORKING FULLTIME","AQUARIUS",-1,-1,13,15,35,40,"Yes","Yes",1,1
61,"60-89","High school",12,-1,-1,"High school","Not Internet user",-1,"Male",-1,"Not applicable",-1,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"$17500 TO 19999","EXCITING","$25000 TO 29999",10,10,"WIDOWED","NAP","CLINTON","CONTINUE WORKING","VERY SATISFIED",0,"NAP","NAP","VOTED","UNEMPL, LAID OFF","GEMINI",27500,18750,NA,NA,NA,NA,NA,NA,NA,NA
43,"40-49","High school",12,-1,40,"High school","Not Internet user",-1,"Female",-1,"Not applicable",-1,"Yes","No","No","No",-1,"NAP","VERY HAPPY",97,"$20000 TO 22499","ROUTINE","$20000 TO 22499",12,97,"DIVORCED","NAP","NAP","CONTINUE WORKING","A LITTLE DISSAT",1,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","LIBRA",21250,21250,NA,NA,NA,NA,NA,NA,NA,NA
19,"18-29","High school",9,-1,45,"High school","Not Internet user",-1,"Male",-1,"Not applicable",0,"No","No","No","No",-1,"NAP","VERY HAPPY",97,"$6 000 TO 6 999","NAP","$30000 TO 34999",9,9,"NEVER MARRIED","NO","NAP","NAP","VERY SATISFIED",6,"NAP","NAP","INELIGIBLE","WORKING FULLTIME","SAGITTARIUS",32500,6500,NA,NA,NA,NA,NA,NA,NA,NA
82,"60-89","High school",15,-1,-1,"High school","Not Internet user",-1,"Female",-1,"Not applicable",1,"No","No","No","No",-1,"NAP","NOT TOO HAPPY",97,"NAP","DULL","DK",12,8,"NEVER MARRIED","DK","DOLE","NAP","NAP",3,"NAP","NAP","VOTED","RETIRED","GEMINI",-2,-2,NA,NA,NA,NA,NA,NA,NA,NA
32,"30-39","High school",13,-3,48,"High school","Not available",-3,"Male",16,"Not available",-1,"Yes","No answer","No answer","No answer",-3,"NOT TOO HAPPY","PRETTY HAPPY",12,"$35000 TO 39999","EXCITING","$35000 TO 39999",12,14,"MARRIED","NAP","DOLE","CONTINUE WORKING","VERY SATISFIED",1,"HIGH SCHOOL","WORKING PARTTIME","VOTED","WORKING FULLTIME","TAURUS",37500,37500,13,12,48,16,"Yes","No",0,1
50,"50-59","High school",13,5,-1,"High school","4+ to 10 hours",9,"Female",40,"BIZRATE",-1,"Yes","Yes","Yes","Yes",4,"PRETTY HAPPY","PRETTY HAPPY",13,"$10000 TO 12499","EXCITING","$75000 TO $89999",12,12,"MARRIED","NAP","CLINTON","NAP","VERY SATISFIED",2,"HIGH SCHOOL","WORKING FULLTIME","VOTED","KEEPING HOUSE","PISCES",82500,11250,13,13,40,NA,"Yes","No",0,1
51,"50-59","High school",12,-1,40,"High school","Not Internet user",-1,"Female",60,"Not applicable",-1,"No","No","No","No",-1,"PRETTY HAPPY","PRETTY HAPPY",14,"$8 000 TO 9 999","ROUTINE","$22500 TO 24999",97,97,"MARRIED","NAP","NAP","CONTINUE WORKING","VERY SATISFIED",5,"HIGH SCHOOL","WORKING FULLTIME","DID NOT VOTE","WORKING FULLTIME","CAPRICORN",23750,9000,14,12,60,40,"Yes","Yes",1,1
24,"18-29","High school",13,1,43,"High school","1+ to  4 hours",4,"Female",50,"Not applicable",3,"Yes","Yes","Yes","Yes",3,"VERY HAPPY","VERY HAPPY",13,"$20000 TO 22499","ROUTINE","$40000 TO 49999",16,16,"MARRIED","YES","NAP","CONTINUE WORKING","MOD. SATISFIED",2,"HIGH SCHOOL","WORKING FULLTIME","DID NOT VOTE","WORKING FULLTIME","CAPRICORN",45000,21250,13,13,50,43,"Yes","Yes",1,1
62,"60-89","High school",12,-1,25,"High school","Not Internet user",-1,"Female",-1,"Not applicable",4,"Yes","No","No","No",-1,"NAP","PRETTY HAPPY",97,"$15000 TO 17499","NAP","$15000 TO 17499",12,14,"DIVORCED","YES","NAP","NAP","VERY SATISFIED",2,"NAP","NAP","DID NOT VOTE","WORKING PARTTIME","CAPRICORN",16250,16250,NA,NA,NA,NA,NA,NA,NA,NA
80,"60-89","High school",12,-1,-1,"High school","Not Internet user",-1,"Male",-1,"Not applicable",0,"No","No","No","No",-1,"NAP","NOT TOO HAPPY",97,"NAP","NAP","UNDER $1 000",3,98,"WIDOWED","YES","NAP","NAP","NAP",3,"NAP","NAP","DONT KNOW/REMMBR","RETIRED","LIBRA",500,-2,NA,NA,NA,NA,NA,NA,NA,NA
52,"50-59","High school",14,1,40,"High school","1+ to  4 hours",4,"Male",-1,"Yahoo",-1,"Yes","Yes","Yes","Yes",3,"NAP","VERY HAPPY",97,"$110 000 OVER","EXCITING","$110000 OR OVER",12,13,"SEPARATED","NAP","PEROT","CONTINUE WORKING","NA",5,"NAP","NAP","VOTED","WORKING FULLTIME","VIRGO",110000,110000,NA,NA,NA,NA,NA,NA,NA,NA
59,"50-59","High school",15,15,50,"High school","More than 10",15,"Male",40,"Not applicable",3,"Yes","Yes","Yes","No",0,"VERY HAPPY","VERY HAPPY",14,"$50000 TO 59999","NAP","$75000 TO $89999",12,9,"MARRIED","NO","DOLE","NAP","MOD. SATISFIED",3,"HIGH SCHOOL","WORKING FULLTIME","VOTED","WORKING FULLTIME","GEMINI",82500,55000,15,14,50,40,"Yes","Yes",1,1
36,"30-39","High school",13,-1,40,"High school","Not Internet user",-1,"Male",-1,"Not applicable",2,"No","No","No","No",-1,"VERY HAPPY","VERY HAPPY",12,"$50000 TO 59999","NAP","$50000 TO 59999",12,14,"MARRIED","YES","DOLE","NAP","VERY SATISFIED",3,"HIGH SCHOOL","KEEPING HOUSE","VOTED","WORKING FULLTIME","CAPRICORN",55000,55000,13,12,40,NA,"Yes","No",0,1
45,"40-49","High school",12,0.5,80,"High school","One hour or less",0.5,"Male",50,"Not applicable",2,"Yes","Yes","Yes","No",0,"PRETTY HAPPY","PRETTY HAPPY",15,"REFUSED","ROUTINE","REFUSED",12,6,"MARRIED","YES","DOLE","CONTINUE WORKING","A LITTLE DISSAT",1,"JUNIOR COLLEGE","WORKING FULLTIME","VOTED","WORKING FULLTIME","LIBRA",-1,-1,12,15,80,50,"Yes","Yes",1,1
48,"40-49","High school",12,0.25,80,"High school","One hour or less",0.25,"Female",-1,"Not applicable",3,"Yes","Yes","Yes","No",0,"NAP","PRETTY HAPPY",97,"$12500 TO 14999","NAP","$12500 TO 14999",12,12,"DIVORCED","YES","CLINTON","NAP","VERY SATISFIED",4,"NAP","NAP","VOTED","WORKING FULLTIME","VIRGO",13750,13750,NA,NA,NA,NA,NA,NA,NA,NA
29,"18-29","High school",12,0.25,46,"High school","One hour or less",0.5,"Female",40,"Not applicable",-1,"Yes","Yes","Yes","Yes",0.25,"VERY HAPPY","PRETTY HAPPY",12,"$15000 TO 17499","EXCITING","$40000 TO 49999",12,9,"MARRIED","NAP","PEROT","CONTINUE WORKING","MOD. SATISFIED",2,"HIGH SCHOOL","WORKING FULLTIME","VOTED","WORKING FULLTIME","VIRGO",45000,16250,12,12,40,46,"Yes","Yes",1,1
53,"50-59","High school",12,-1,-1,"High school","Not Internet user",-1,"Female",20,"Not applicable",-1,"No","No","No","No",-1,"PRETTY HAPPY","PRETTY HAPPY",12,"NAP","ROUTINE","$30000 TO 34999",12,11,"MARRIED","NAP","NAP","NAP","MOD. SATISFIED",0,"HIGH SCHOOL","WORKING PARTTIME","DID NOT VOTE","KEEPING HOUSE","LEO",32500,-2,12,12,20,NA,"No","No",0,0
40,"40-49","High school",12,0.5,40,"High school","One hour or less",0.5,"Female",-1,"Not applicable",-1,"Yes","Yes","Yes","No",0,"NAP","PRETTY HAPPY",97,"$50000 TO 59999","EXCITING","$50000 TO 59999",12,97,"NEVER MARRIED","NAP","CLINTON","CONTINUE WORKING","VERY SATISFIED",4,"NAP","NAP","VOTED","WORKING FULLTIME","LEO",55000,55000,NA,NA,NA,NA,NA,NA,NA,NA
50,"50-59","High school",12,2.5,40,"High school","4+ to 10 hours",5,"Female",-1,"Yahoo",-1,"Yes","Yes","Yes","Yes",2.5,"NAP","PRETTY HAPPY",97,"$22500 TO 24999","EXCITING","$22500 TO 24999",16,12,"DIVORCED","NAP","CLINTON","CONTINUE WORKING","A LITTLE DISSAT",3,"NAP","NAP","VOTED","WORKING FULLTIME","SCORPIO",23750,23750,NA,NA,NA,NA,NA,NA,NA,NA
58,"50-59","High school",12,-1,28,"High school","Not Internet user",-1,"Female",40,"Not applicable",-1,"No","No","No","No",-1,"VERY HAPPY","VERY HAPPY",17,"REFUSED","ROUTINE","REFUSED",10,12,"MARRIED","NAP","NA","STOP WORKING","VERY SATISFIED",6,"GRADUATE","WORKING FULLTIME","VOTED","WORKING PARTTIME","VIRGO",-1,-1,17,12,40,28,"Yes","No",0,1
26,"18-29","High school",12,0.333333333333333,40,"High school","1+ to  4 hours",2.33333333333333,"Male",-1,"Not applicable",4,"Yes","Yes","Yes","Yes",2,"NAP","NOT TOO HAPPY",97,"$30000 TO 34999","ROUTINE","$50000 TO 59999",14,14,"NEVER MARRIED","YES","NAP","CONTINUE WORKING","MOD. SATISFIED",3,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","TAURUS",55000,32500,NA,NA,NA,NA,NA,NA,NA,NA
43,"40-49","High school",13,1,40,"High school","1+ to  4 hours",2,"Female",40,"Not applicable",-1,"Yes","Yes","Yes","Yes",1,"VERY HAPPY","PRETTY HAPPY",12,"$15000 TO 17499","ROUTINE","$50000 TO 59999",6,6,"MARRIED","NAP","NAP","CONTINUE WORKING","VERY SATISFIED",9,"HIGH SCHOOL","WORKING FULLTIME","DID NOT VOTE","WORKING FULLTIME","ARIES",55000,16250,12,13,40,40,"Yes","Yes",1,1
49,"40-49","High school",12,5,51,"High school","4+ to 10 hours",9,"Female",-1,"Yahoo",-1,"Yes","Yes","Yes","Yes",4,"NOT TOO HAPPY","NOT TOO HAPPY",12,"$25000 TO 29999","ROUTINE","$25000 TO 29999",12,8,"MARRIED","NAP","NAP","STOP WORKING","A LITTLE DISSAT",4,"HIGH SCHOOL","KEEPING HOUSE","DID NOT VOTE","WORKING FULLTIME","SCORPIO",27500,27500,12,12,NA,51,"No","Yes",1,0
54,"50-59","High school",12,-1,-1,"High school","Not Internet user",-1,"Female",-1,"Not applicable",6,"No","No","No","No",-1,"VERY HAPPY","VERY HAPPY",15,"$17500 TO 19999","NAP","$75000 TO $89999",12,12,"MARRIED","YES","DOLE","NAP","NA",1,"HIGH SCHOOL","RETIRED","VOTED","KEEPING HOUSE","VIRGO",82500,18750,15,12,NA,NA,"No","No",0,0
89,"60-89","High school",12,-1,-1,"High school","Not Internet user",-1,"Male",-1,"Not applicable",4,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"NAP","ROUTINE","$1 000 TO 2 999",8,98,"WIDOWED","YES","CLINTON","NAP","NAP",2,"NAP","NAP","VOTED","RETIRED","VIRGO",2000,-2,NA,NA,NA,NA,NA,NA,NA,NA
23,"18-29","High school",13,-1,40,"High school","Not Internet user",-1,"Female",-1,"Not applicable",0,"Yes","No","No","No",-1,"NAP","PRETTY HAPPY",99,"$6 000 TO 6 999","EXCITING","$25000 TO 29999",2,10,"NEVER MARRIED","YES","NAP","CONTINUE WORKING","MOD. SATISFIED",1,"NA","NAP","DID NOT VOTE","WORKING FULLTIME","TAURUS",27500,6500,NA,NA,NA,NA,NA,NA,NA,NA
44,"40-49","High school",14,2,-1,"High school","1+ to  4 hours",4,"Female",50,"Not applicable",2,"Yes","Yes","Yes","Yes",2,"VERY HAPPY","PRETTY HAPPY",16,"$35000 TO 39999","NAP","$75000 TO $89999",12,97,"MARRIED","DK","DOLE","NAP","VERY SATISFIED",3,"JUNIOR COLLEGE","WORKING FULLTIME","VOTED","UNEMPL, LAID OFF","SCORPIO",82500,37500,16,14,50,NA,"Yes","No",0,1
30,"30-39","High school",12,1,48,"High school","4+ to 10 hours",5,"Male",-1,"Not applicable",5,"Yes","Yes","Yes","Yes",4,"VERY HAPPY","PRETTY HAPPY",12,"$30000 TO 34999","NAP","$40000 TO 49999",97,9,"MARRIED","YES","DOLE","NAP","MOD. SATISFIED",0,"HIGH SCHOOL","UNEMPL, LAID OFF","VOTED","WORKING FULLTIME","LIBRA",45000,32500,12,12,48,NA,"Yes","No",0,1
37,"30-39","High school",12,1,43,"High school","4+ to 10 hours",5,"Female",56,"SNAP",2,"Yes","Yes","Yes","Yes",4,"VERY HAPPY","PRETTY HAPPY",12,"$17500 TO 19999","ROUTINE","$60000 TO 74999",12,12,"MARRIED","YES","NAP","CONTINUE WORKING","MOD. SATISFIED",1,"HIGH SCHOOL","WORKING FULLTIME","DID NOT VOTE","WORKING FULLTIME","LEO",67500,18750,12,12,56,43,"Yes","Yes",1,1
