"State","region","Date","Home.Value","Structure.Cost","Land.Value","Land.Share..Pct.","Home.Price.Index","Land.Price.Index"
"MO","Midwest",20094,169138,160215,8923,5.3,1.418,0.233
"MO","Midwest",20101,168135,159537,8598,5.1,1.41,0.224
"MO","Midwest",20102,166871,158527,8344,5,1.399,0.198
"MO","Midwest",20103,165270,157007,8264,5,1.386,0.131
"MO","Midwest",20104,163578,155399,8179,5,1.372,0.045
"MO","Midwest",20111,162222,154111,8111,5,1.36,0.013
"MO","Midwest",20112,161513,153438,8076,5,1.354,0.004
"MO","Midwest",20113,161607,153527,8080,5,1.355,0.003
"MO","Midwest",20114,162350,153530,8820,5.4,1.361,0.004
"MO","Midwest",20121,163611,153534,10077,6.2,1.372,0.004
"MO","Midwest",20122,165118,153540,11578,7,1.385,0.005
"MO","Midwest",20123,166686,153547,13138,7.9,1.398,0.006
"MO","Midwest",20124,168242,153557,14685,8.7,1.411,0.006
"MO","Midwest",20131,169704,153568,16136,9.5,1.423,0.007
"MS","South",19751,24041,22566,1476,6.1,0.251,0
"MS","South",19752,24123,22788,1335,5.5,0.252,0
"MS","South",19753,24265,22907,1358,5.6,0.253,0
"MS","South",19754,24483,23026,1457,6,0.255,0
"MS","South",19761,24788,23307,1481,6,0.258,0
"MS","South",19762,25166,23674,1492,5.9,0.262,0
"MS","South",19763,25592,24112,1479,5.8,0.267,0
"MS","South",19764,26111,24607,1505,5.8,0.272,0
"MS","South",19771,26655,25113,1542,5.8,0.278,0
"MS","South",19772,27314,25646,1668,6.1,0.285,0
"MS","South",19773,28112,26190,1922,6.8,0.293,0
"MS","South",19774,29066,26731,2335,8,0.303,0
"MS","South",19781,30105,27271,2834,9.4,0.314,0
"MS","South",19782,31219,27810,3409,10.9,0.326,0
"MS","South",19783,32399,28376,4023,12.4,0.338,0
"MS","South",19784,33532,28990,4542,13.5,0.35,0
"MS","South",19791,34580,29671,4909,14.2,0.361,0
"MS","South",19792,35443,30408,5035,14.2,0.37,0
"MS","South",19793,36068,31182,4886,13.5,0.376,0
"MS","South",19794,36475,31977,4498,12.3,0.38,0
"MS","South",19801,36916,32732,4184,11.3,0.385,0
"MS","South",19802,37403,33467,3936,10.5,0.39,0
"MS","South",19803,37934,34151,3783,10,0.396,0
"MS","South",19804,38418,34756,3662,9.5,0.401,0
"MS","South",19811,38861,35309,3552,9.1,0.405,0
"MS","South",19812,39268,35821,3447,8.8,0.409,0
"MS","South",19813,39415,36365,3050,7.7,0.411,0
"MS","South",19814,39505,37009,2496,6.3,0.412,0
"MS","South",19821,39898,37751,2147,5.4,0.416,0
"MS","South",19822,40574,38545,2029,5,0.423,0
"MS","South",19823,41418,39347,2071,5,0.432,0
"MS","South",19824,42301,40186,2115,5,0.441,0
"MS","South",19831,43157,41000,2158,5,0.45,0
"MS","South",19832,43915,41719,2196,5,0.458,0
"MS","South",19833,44565,42337,2228,5,0.465,0
"MS","South",19834,45168,42910,2258,5,0.471,0
"MS","South",19841,45682,43398,2284,5,0.476,0
"MS","South",19842,46106,43801,2305,5,0.481,0
"MS","South",19843,46601,44271,2330,5,0.486,0
"MS","South",19844,47272,44908,2364,5,0.493,0.001
"MS","South",19851,48102,45697,2405,5,0.502,0.001
"MS","South",19852,48969,46520,2448,5,0.511,0.001
"MS","South",19853,49778,47289,2489,5,0.519,0.001
"MS","South",19854,50505,47854,2651,5.2,0.527,0.001
"MS","South",19861,51145,48109,3036,5.9,0.533,0.002
"MS","South",19862,51678,48372,3306,6.4,0.539,0.002
"MS","South",19863,52084,48640,3444,6.6,0.543,0.002
"MS","South",19864,52400,48907,3493,6.7,0.546,0.002
"MS","South",19871,52623,49163,3460,6.6,0.549,0.002
"MS","South",19872,52736,49414,3322,6.3,0.55,0.002
"MS","South",19873,52767,49657,3110,5.9,0.55,0.002
"MS","South",19874,52786,49887,2899,5.5,0.55,0.001
"MS","South",19881,52856,50109,2747,5.2,0.551,0.001
"MS","South",19882,53002,50324,2678,5.1,0.553,0.001
"MS","South",19883,53202,50542,2660,5,0.555,0.001
"MS","South",19884,53483,50809,2674,5,0.558,0.001
"MS","South",19891,53837,51145,2692,5,0.561,0.001
"MS","South",19892,54323,51607,2716,5,0.566,0.002
"MS","South",19893,54849,52106,2742,5,0.572,0.002
"MS","South",19894,55326,52560,2766,5,0.577,0.002
"MS","South",19901,55749,52962,2787,5,0.581,0.002
"MS","South",19902,56114,53308,2806,5,0.585,0.002
"MS","South",19903,56463,53640,2823,5,0.589,0.002
"MS","South",19904,56847,54005,2842,5,0.593,0.002
"MS","South",19911,57306,54441,2865,5,0.598,0.003
"MS","South",19912,57830,54938,2891,5,0.603,0.003
"MS","South",19913,58456,55533,2923,5,0.61,0.003
"MS","South",19914,59195,56236,2960,5,0.617,0.004
"MS","South",19921,59995,56995,3000,5,0.626,0.005
"MS","South",19922,60779,57740,3039,5,0.634,0.005
"MS","South",19923,61548,58471,3077,5,0.642,0.006
"MS","South",19924,62348,59231,3117,5,0.65,0.007
"MS","South",19931,63227,60066,3161,5,0.659,0.009
"MS","South",19932,64221,61010,3211,5,0.67,0.01
"MS","South",19933,65333,62066,3267,5,0.681,0.012
"MS","South",19934,66524,63198,3326,5,0.694,0.015
"MS","South",19941,67752,64365,3388,5,0.706,0.019
"MS","South",19942,68969,65520,3448,5,0.719,0.023
"MS","South",19943,70138,66631,3507,5,0.731,0.029
"MS","South",19944,71254,67691,3563,5,0.743,0.035
"MS","South",19951,72325,68708,3616,5,0.754,0.043
"MS","South",19952,73367,69699,3668,5,0.765,0.05
"MS","South",19953,74386,70667,3719,5,0.776,0.058
"MS","South",19954,75390,71621,3770,5,0.786,0.064
"MS","South",19961,76391,72571,3820,5,0.797,0.069
"MS","South",19962,77420,73549,3871,5,0.807,0.075
"MS","South",19963,78468,74545,3923,5,0.818,0.081
"MS","South",19964,79486,75512,3974,5,0.829,0.091
"MS","South",19971,80478,76454,4024,5,0.839,0.106
"MS","South",19972,81465,77391,4073,5,0.849,0.126
"MS","South",19973,82485,78360,4124,5,0.86,0.152
"MS","South",19974,83589,79410,4179,5,0.872,0.182
"MS","South",19981,84791,80551,4240,5,0.884,0.212
"MS","South",19982,86065,81761,4303,5,0.897,0.245
"MS","South",19983,87394,83025,4370,5,0.911,0.282
"MS","South",19984,88760,84322,4438,5,0.926,0.33
"MS","South",19991,90098,85593,4505,5,0.939,0.397
"MS","South",19992,91360,86792,4568,5,0.953,0.48
"MS","South",19993,92537,87910,4627,5,0.965,0.58
"MS","South",19994,93652,88969,4683,5,0.977,0.7
"MS","South",20001,94768,90030,4738,5,0.988,0.838
"MS","South",20002,95902,91107,4795,5,1,1
"MS","South",20003,97014,91399,5615,5.8,1.012,1.172
"MS","South",20004,98096,91817,6279,6.4,1.023,1.312
"MS","South",20011,99194,92366,6828,6.9,1.034,1.43
"MS","South",20012,100333,92993,7340,7.3,1.046,1.539
"MS","South",20013,101498,93612,7886,7.8,1.058,1.655
"MS","South",20014,102668,94130,8538,8.3,1.071,1.793
"MS","South",20021,103844,94414,9430,9.1,1.083,1.977
"MS","South",20022,105066,94556,10510,10,1.096,2.205
"MS","South",20023,106378,94580,11798,11.1,1.109,2.476
"MS","South",20024,107735,94524,13211,12.3,1.123,2.775
"MS","South",20031,109060,94717,14343,13.2,1.137,3.018
"MS","South",20032,110355,95109,15246,13.8,1.151,3.211
"MS","South",20033,111681,95954,15727,14.1,1.165,3.316
"MS","South",20034,113117,97500,15617,13.8,1.18,3.296
"MS","South",20041,114732,99728,15004,13.1,1.196,3.169
"MS","South",20042,116524,102470,14054,12.1,1.215,2.971
"MS","South",20043,118503,105300,13203,11.1,1.236,2.793
"MS","South",20044,120745,107788,12957,10.7,1.259,2.743
"MS","South",20051,123360,109669,13691,11.1,1.286,2.901
"MS","South",20052,126345,111158,15187,12,1.317,3.22
"MS","South",20053,129678,112709,16969,13.1,1.352,3.599
"MS","South",20054,133225,114739,18485,13.9,1.389,3.92
"MS","South",20061,136801,117496,19305,14.1,1.426,4.086
"MS","South",20062,140265,120931,19334,13.8,1.463,4.094
"MS","South",20063,143457,124620,18837,13.1,1.496,3.992
"MS","South",20064,146220,128239,17980,12.3,1.525,3.815
"MS","South",20071,148363,131468,16895,11.4,1.547,3.596
"MS","South",20072,149721,134383,15337,10.2,1.561,3.269
"MS","South",20073,150421,137247,13174,8.8,1.568,2.81
"MS","South",20074,150591,140260,10331,6.9,1.57,2.205
"MS","South",20081,150224,142713,7511,5,1.566,1.482
"MS","South",20082,149391,141921,7470,5,1.558,0.745
"MS","South",20083,148243,140831,7412,5,1.546,0.403
"MS","South",20084,147097,139742,7355,5,1.534,0.273
"MS","South",20091,146046,138744,7302,5,1.523,0.238
"MS","South",20092,145282,137656,7626,5.2,1.515,0.248
"MS","South",20093,144682,135956,8727,6,1.509,0.284
"MS","South",20094,144096,134034,10062,7,1.503,0.327
"MS","South",20101,143576,133138,10438,7.3,1.497,0.339
"MS","South",20102,143180,132970,10209,7.1,1.493,0.332
"MS","South",20103,142900,134072,8828,6.2,1.49,0.287
"MS","South",20104,142781,135642,7139,5,1.489,0.188
"MS","South",20111,142973,135824,7149,5,1.491,0.106
"MS","South",20112,143552,136375,7178,5,1.497,0.064
"MS","South",20113,144471,137247,7224,5,1.506,0.06
"MS","South",20114,145633,137248,8386,5.8,1.519,0.07
"MS","South",20121,146803,137249,9554,6.5,1.531,0.079
"MS","South",20122,148015,137252,10763,7.3,1.543,0.089
"MS","South",20123,149352,137255,12097,8.1,1.557,0.101
"MS","South",20124,150813,137260,13553,9,1.573,0.113
"MS","South",20131,152392,137266,15126,9.9,1.589,0.126
"MT","West",19751,24836,23595,1242,5,0.191,0
"MT","West",19752,25527,24250,1276,5,0.196,0
"MT","West",19753,26222,24911,1311,5,0.202,0
"MT","West",19754,26913,25567,1346,5,0.207,0
"MT","West",19761,27674,26290,1384,5,0.213,0
"MT","West",19762,28546,27119,1427,5,0.22,0
"MT","West",19763,29502,28027,1475,5,0.227,0
"MT","West",19764,30652,29119,1533,5,0.236,0
"MT","West",19771,32092,30487,1605,5,0.247,0
"MT","West",19772,33847,32154,1692,5,0.261,0
"MT","West",19773,35834,33031,2803,7.8,0.276,0
"MT","West",19774,37897,33789,4108,10.8,0.292,0
"MT","West",19781,39880,34516,5364,13.4,0.307,0
"MT","West",19782,41600,35212,6389,15.4,0.32,0
"MT","West",19783,43097,35928,7169,16.6,0.332,0
"MT","West",19784,44445,36708,7737,17.4,0.342,0
"MT","West",19791,45693,37592,8101,17.7,0.352,0
"MT","West",19792,46791,38561,8230,17.6,0.36,0
"MT","West",19793,47631,39581,8050,16.9,0.367,0
"MT","West",19794,48278,40624,7654,15.9,0.372,0
"MT","West",19801,48660,41590,7069,14.5,0.375,0
"MT","West",19802,48957,42539,6417,13.1,0.377,0
"MT","West",19803,49360,43424,5936,12,0.38,0
"MT","West",19804,49736,44212,5523,11.1,0.383,0
"MT","West",19811,50239,44937,5302,10.6,0.387,0
"MT","West",19812,50972,45599,5373,10.5,0.392,0
"MT","West",19813,51741,46279,5462,10.6,0.398,0
"MT","West",19814,52266,47051,5215,10,0.402,0
"MT","West",19821,52722,47955,4766,9,0.406,0
"MT","West",19822,53095,48943,4152,7.8,0.409,0
"MT","West",19823,53372,49933,3438,6.4,0.411,0
"MT","West",19824,53881,50849,3032,5.6,0.415,0
"MT","West",19831,54563,51548,3015,5.5,0.42,0
"MT","West",19832,55682,52093,3589,6.4,0.429,0
"MT","West",19833,57129,52480,4649,8.1,0.44,0
"MT","West",19834,58633,52707,5926,10.1,0.451,0
"MT","West",19841,59882,52884,6999,11.7,0.461,0
"MT","West",19842,60561,52985,7577,12.5,0.466,0
"MT","West",19843,60764,53118,7646,12.6,0.468,0
"MT","West",19844,60766,53386,7380,12.1,0.468,0
"MT","West",19851,60779,53813,6966,11.5,0.468,0
"MT","West",19852,60886,54325,6561,10.8,0.469,0
"MT","West",19853,61182,54782,6401,10.5,0.471,0
"MT","West",19854,61503,55036,6467,10.5,0.473,0
"MT","West",19861,61693,55020,6673,10.8,0.475,0
"MT","West",19862,61717,54842,6874,11.1,0.475,0
"MT","West",19863,61607,54676,6931,11.3,0.474,0
"MT","West",19864,61358,54700,6657,10.9,0.472,0
"MT","West",19871,60998,55074,5925,9.7,0.47,0
"MT","West",19872,60648,55685,4963,8.2,0.467,0
"MT","West",19873,60361,56390,3970,6.6,0.465,0
"MT","West",19874,60259,57051,3209,5.3,0.464,0
"MT","West",19881,60508,57483,3025,5,0.466,0
"MT","West",19882,60998,57948,3050,5,0.47,0
"MT","West",19883,61589,58509,3079,5,0.474,0
"MT","West",19884,62145,59038,3107,5,0.478,0
"MT","West",19891,62687,59552,3134,5,0.483,0
"MT","West",19892,63300,60135,3165,5,0.487,0
"MT","West",19893,64008,60807,3200,5,0.493,0
"MT","West",19894,64795,61556,3240,5,0.499,0
"MT","West",19901,65697,62412,3285,5,0.506,0
"MT","West",19902,66784,63445,3339,5,0.514,0
"MT","West",19903,67867,64473,3393,5,0.522,0
"MT","West",19904,68984,65535,3449,5,0.531,0
"MT","West",19911,70210,66700,3511,5,0.54,0.001
"MT","West",19912,71671,68087,3584,5,0.552,0.001
"MT","West",19913,73337,69670,3667,5,0.565,0.001
"MT","West",19914,75183,71424,3759,5,0.579,0.002
"MT","West",19921,77172,73314,3859,5,0.594,0.002
"MT","West",19922,79321,75355,3966,5,0.611,0.003
"MT","West",19923,81672,77589,4084,5,0.629,0.005
"MT","West",19924,84197,79987,4210,5,0.648,0.008
"MT","West",19931,86856,82513,4343,5,0.669,0.012
"MT","West",19932,89575,85096,4479,5,0.69,0.018
"MT","West",19933,92276,87663,4614,5,0.71,0.027
"MT","West",19934,94912,90167,4746,5,0.731,0.038
"MT","West",19941,97399,92529,4870,5,0.75,0.052
"MT","West",19942,99688,94703,4984,5,0.767,0.065
"MT","West",19943,101670,96586,5083,5,0.783,0.077
"MT","West",19944,103465,98292,5173,5,0.796,0.088
"MT","West",19951,105101,99846,5255,5,0.809,0.099
"MT","West",19952,106620,101289,5331,5,0.821,0.112
"MT","West",19953,108067,102663,5403,5,0.832,0.128
"MT","West",19954,109412,103941,5471,5,0.842,0.151
"MT","West",19961,110692,105158,5535,5,0.852,0.183
"MT","West",19962,111909,106313,5595,5,0.861,0.227
"MT","West",19963,113016,107365,5651,5,0.87,0.28
"MT","West",19964,113997,108297,5700,5,0.878,0.335
"MT","West",19971,114878,109134,5744,5,0.884,0.375
"MT","West",19972,115631,109850,5782,5,0.89,0.397
"MT","West",19973,116356,110476,5880,5.1,0.896,0.405
"MT","West",19974,117140,111276,5863,5,0.902,0.404
"MT","West",19981,117987,112087,5899,5,0.908,0.406
"MT","West",19982,118894,112950,5945,5,0.915,0.411
"MT","West",19983,119894,113900,5995,5,0.923,0.429
"MT","West",19984,121023,114972,6051,5,0.932,0.474
"MT","West",19991,122282,116168,6114,5,0.941,0.548
"MT","West",19992,123679,117495,6184,5,0.952,0.657
"MT","West",19993,125152,118894,6258,5,0.963,0.78
"MT","West",19994,126651,120319,6333,5,0.975,0.879
"MT","West",20001,128226,121815,6411,5,0.987,0.946
"MT","West",20002,129910,123415,6496,5,1,1
"MT","West",20003,131730,124540,7190,5.5,1.014,1.108
"MT","West",20004,133673,125048,8625,6.5,1.029,1.33
"MT","West",20011,135707,124716,10991,8.1,1.045,1.701
"MT","West",20012,137713,123779,13934,10.1,1.06,2.16
"MT","West",20013,139808,122710,17098,12.2,1.076,2.654
"MT","West",20014,142123,121959,20164,14.2,1.094,3.134
"MT","West",20021,144665,121916,22749,15.7,1.114,3.531
"MT","West",20022,147421,122375,25046,17,1.135,3.892
"MT","West",20023,150441,122964,27477,18.3,1.158,4.275
"MT","West",20024,153705,123356,30349,19.7,1.183,4.73
"MT","West",20031,157202,123569,33633,21.4,1.21,5.256
"MT","West",20032,160946,123739,37207,23.1,1.239,5.826
"MT","West",20033,164887,124415,40472,24.5,1.269,6.349
"MT","West",20034,169021,126118,42903,25.4,1.301,6.742
"MT","West",20041,173426,129104,44322,25.6,1.335,6.976
"MT","West",20042,178173,133045,45128,25.3,1.372,7.115
"MT","West",20043,183224,137333,45891,25,1.41,7.247
"MT","West",20044,188590,141368,47222,25,1.452,7.469
"MT","West",20051,194324,144369,49955,25.7,1.496,7.912
"MT","West",20052,200383,146794,53589,26.7,1.542,8.503
"MT","West",20053,206628,148885,57742,27.9,1.591,9.179
"MT","West",20054,212973,150897,62076,29.1,1.639,9.888
"MT","West",20061,219244,153098,66146,30.2,1.688,10.557
"MT","West",20062,225213,155326,69886,31,1.734,11.18
"MT","West",20063,230770,157420,73350,31.8,1.776,11.762
"MT","West",20064,235729,159222,76507,32.5,1.815,12.299
"MT","West",20071,239967,160901,79066,32.9,1.847,12.755
"MT","West",20072,243383,162393,80990,33.3,1.873,13.099
"MT","West",20073,245835,164117,81718,33.2,1.892,13.247
"MT","West",20074,247276,166427,80850,32.7,1.903,13.134
"MT","West",20081,247595,169502,78093,31.5,1.906,12.715
"MT","West",20082,246960,173034,73926,29.9,1.901,12.055
"MT","West",20083,245688,176610,69078,28.1,1.891,11.278
"MT","West",20084,244114,179787,64327,26.4,1.879,10.512
"MT","West",20091,242602,181687,60915,25.1,1.867,9.956
"MT","West",20092,241036,182699,58337,24.2,1.855,9.538
"MT","West",20093,239486,182717,56769,23.7,1.843,9.283
"MT","West",20094,237788,181659,56129,23.6,1.83,9.179
"MT","West",20101,235783,180685,55098,23.4,1.815,8.999
"MT","West",20102,233438,179943,53495,22.9,1.797,8.739
"MT","West",20103,231008,180657,50352,21.8,1.778,8.23
"MT","West",20104,228916,184116,44800,19.6,1.762,7.329
"MT","West",20111,227696,189049,38647,17,1.753,6.333
"MT","West",20112,227604,194640,32965,14.5,1.752,5.408
"MT","West",20113,228461,197577,30884,13.5,1.759,5.071
"MT","West",20114,230365,197612,32753,14.2,1.773,5.384
"MT","West",20121,233276,197651,35625,15.3,1.796,5.863
"MT","West",20122,237186,197696,39489,16.6,1.826,6.506
"MT","West",20123,242037,197749,44288,18.3,1.863,7.305
"MT","West",20124,247608,197808,49800,20.1,1.906,8.224
"MT","West",20131,253510,197876,55634,21.9,1.951,9.199
"NC","South",19751,25630,24349,1282,5,0.181,0
"NC","South",19752,26075,24771,1304,5,0.184,0
"NC","South",19753,26507,25157,1350,5.1,0.187,0
"NC","South",19754,26901,25309,1592,5.9,0.19,0
"NC","South",19761,27249,25671,1578,5.8,0.192,0
"NC","South",19762,27620,26153,1467,5.3,0.195,0
"NC","South",19763,28077,26673,1404,5,0.198,0
"NC","South",19764,28654,27222,1433,5,0.202,0
"NC","South",19771,29361,27893,1468,5,0.207,0
"NC","South",19772,30192,28683,1510,5,0.213,0
"NC","South",19773,31155,29598,1558,5,0.22,0
"NC","South",19774,32198,30296,1902,5.9,0.227,0
"NC","South",19781,33246,30864,2382,7.2,0.234,0
"NC","South",19782,34287,31552,2734,8,0.242,0
"NC","South",19783,35349,32341,3007,8.5,0.249,0
"NC","South",19784,36417,33213,3205,8.8,0.257,0
"NC","South",19791,37512,34110,3402,9.1,0.264,0
"NC","South",19792,38610,35053,3557,9.2,0.272,0
"NC","South",19793,39690,36021,3669,9.2,0.28,0
"NC","South",19794,40695,36993,3702,9.1,0.287,0
"NC","South",19801,41619,37900,3719,8.9,0.293,0
"NC","South",19802,42456,38757,3699,8.7,0.299,0
"NC","South",19803,43268,39531,3737,8.6,0.305,0
"NC","South",19804,44044,40190,3855,8.8,0.31,0
"NC","South",19811,44765,40787,3979,8.9,0.316,0
"NC","South",19812,45391,41337,4054,8.9,0.32,0
"NC","South",19813,45938,41946,3993,8.7,0.324,0
"NC","South",19814,46476,42716,3761,8.1,0.328,0
"NC","South",19821,47083,43671,3412,7.2,0.332,0
"NC","South",19822,47743,44745,2998,6.3,0.337,0
"NC","South",19823,48418,45789,2629,5.4,0.341,0
"NC","South",19824,49113,46658,2456,5,0.346,0
"NC","South",19831,49830,47338,2491,5,0.351,0
"NC","South",19832,50597,48067,2530,5,0.357,0
"NC","South",19833,51493,48918,2575,5,0.363,0
"NC","South",19834,52525,49898,2626,5,0.37,0
"NC","South",19841,53687,51003,2684,5,0.378,0
"NC","South",19842,54942,52195,2747,5,0.387,0
"NC","South",19843,56231,53420,2812,5,0.396,0
"NC","South",19844,57577,54698,2879,5,0.406,0
"NC","South",19851,58955,56007,2948,5,0.416,0
"NC","South",19852,60333,57316,3017,5,0.425,0
"NC","South",19853,61689,58604,3084,5,0.435,0
"NC","South",19854,63008,59858,3150,5,0.444,0
"NC","South",19861,64308,61092,3215,5,0.453,0
"NC","South",19862,65617,62337,3281,5,0.463,0
"NC","South",19863,66937,63591,3347,5,0.472,0
"NC","South",19864,68254,64842,3413,5,0.481,0.001
"NC","South",19871,69555,66077,3478,5,0.49,0.001
"NC","South",19872,70813,67272,3541,5,0.499,0.001
"NC","South",19873,72019,68418,3601,5,0.508,0.001
"NC","South",19874,73167,69509,3658,5,0.516,0.002
"NC","South",19881,74267,70554,3713,5,0.523,0.002
"NC","South",19882,75329,71563,3766,5,0.531,0.002
"NC","South",19883,76333,72516,3817,5,0.538,0.003
"NC","South",19884,77281,73417,3864,5,0.545,0.003
"NC","South",19891,78197,74287,3910,5,0.551,0.003
"NC","South",19892,79105,75150,3955,5,0.558,0.004
"NC","South",19893,79999,75999,4000,5,0.564,0.004
"NC","South",19894,80834,76792,4042,5,0.57,0.005
"NC","South",19901,81610,77529,4080,5,0.575,0.005
"NC","South",19902,82342,78225,4117,5,0.58,0.006
"NC","South",19903,83014,78863,4151,5,0.585,0.006
"NC","South",19904,83654,79471,4183,5,0.59,0.007
"NC","South",19911,84291,80076,4215,5,0.594,0.007
"NC","South",19912,84948,80700,4247,5,0.599,0.008
"NC","South",19913,85665,81381,4283,5,0.604,0.009
"NC","South",19914,86483,82159,4324,5,0.61,0.01
"NC","South",19921,87375,83006,4369,5,0.616,0.011
"NC","South",19922,88319,83903,4416,5,0.623,0.013
"NC","South",19923,89328,84861,4466,5,0.63,0.015
"NC","South",19924,90394,85875,4520,5,0.637,0.018
"NC","South",19931,91540,86963,4577,5,0.645,0.02
"NC","South",19932,92821,88180,4641,5,0.654,0.023
"NC","South",19933,94226,89515,4711,5,0.664,0.026
"NC","South",19934,95756,90969,4788,5,0.675,0.032
"NC","South",19941,97395,92525,4870,5,0.687,0.04
"NC","South",19942,99099,94144,4955,5,0.699,0.051
"NC","South",19943,100818,95777,5041,5,0.711,0.064
"NC","South",19944,102509,97383,5125,5,0.723,0.079
"NC","South",19951,104157,98949,5208,5,0.734,0.091
"NC","South",19952,105786,100497,5289,5,0.746,0.102
"NC","South",19953,107436,102064,5372,5,0.757,0.113
"NC","South",19954,109119,103663,5456,5,0.769,0.127
"NC","South",19961,110829,105288,5541,5,0.781,0.15
"NC","South",19962,112537,106910,5627,5,0.793,0.18
"NC","South",19963,114245,107876,6369,5.6,0.805,0.22
"NC","South",19964,115946,108294,7652,6.6,0.817,0.265
"NC","South",19971,117660,108750,8910,7.6,0.829,0.309
"NC","South",19972,119376,109208,10168,8.5,0.841,0.353
"NC","South",19973,121080,109679,11401,9.4,0.853,0.398
"NC","South",19974,122803,110178,12625,10.3,0.866,0.442
"NC","South",19981,124552,110709,13843,11.1,0.878,0.486
"NC","South",19982,126352,111239,15113,12,0.891,0.533
"NC","South",19983,128208,111754,16454,12.8,0.904,0.582
"NC","South",19984,130113,112227,17886,13.7,0.917,0.635
"NC","South",19991,132054,112627,19427,14.7,0.931,0.692
"NC","South",19992,134020,112963,21057,15.7,0.945,0.752
"NC","South",19993,135989,113247,22741,16.7,0.959,0.815
"NC","South",19994,137952,113489,24462,17.7,0.972,0.879
"NC","South",20001,139906,113732,26175,18.7,0.986,0.94
"NC","South",20002,141870,114106,27763,19.6,1,1
"NC","South",20003,143808,114636,29172,20.3,1.014,1.054
"NC","South",20004,145681,115401,30280,20.8,1.027,1.099
"NC","South",20011,147465,116511,30954,21,1.039,1.133
"NC","South",20012,149155,117678,31477,21.1,1.051,1.157
"NC","South",20013,150798,118877,31921,21.2,1.063,1.177
"NC","South",20014,152455,119986,32468,21.3,1.075,1.201
"NC","South",20021,154177,120735,33442,21.7,1.087,1.237
"NC","South",20022,155971,121358,34614,22.2,1.099,1.284
"NC","South",20023,157829,121793,36036,22.8,1.112,1.34
"NC","South",20024,159726,122044,37682,23.6,1.126,1.405
"NC","South",20031,161660,122468,39191,24.2,1.139,1.465
"NC","South",20032,163657,123005,40652,24.8,1.154,1.524
"NC","South",20033,165788,123995,41793,25.2,1.169,1.571
"NC","South",20034,168148,125761,42387,25.2,1.185,1.597
"NC","South",20041,170811,128560,42251,24.7,1.204,1.595
"NC","South",20042,173808,132224,41584,23.9,1.225,1.573
"NC","South",20043,177099,136467,40632,22.9,1.248,1.541
"NC","South",20044,180723,141024,39699,22,1.274,1.509
"NC","South",20051,184673,145346,39327,21.3,1.302,1.498
"NC","South",20052,188925,149666,39259,20.8,1.332,1.5
"NC","South",20053,193475,153895,39580,20.5,1.364,1.517
"NC","South",20054,198246,157955,40292,20.3,1.397,1.55
"NC","South",20061,203079,161525,41553,20.5,1.431,1.605
"NC","South",20062,207826,164645,43181,20.8,1.465,1.674
"NC","South",20063,212376,167136,45240,21.3,1.497,1.761
"NC","South",20064,216544,168811,47733,22,1.526,1.866
"NC","South",20071,220121,170040,50081,22.8,1.552,1.968
"NC","South",20072,222978,170804,52175,23.4,1.572,2.059
"NC","South",20073,225090,171764,53325,23.7,1.587,2.113
"NC","South",20074,226419,173532,52887,23.4,1.596,2.103
"NC","South",20081,227070,176409,50661,22.3,1.601,2.022
"NC","South",20082,227109,179941,47168,20.8,1.601,1.888
"NC","South",20083,226615,183411,43203,19.1,1.597,1.733
"NC","South",20084,225916,186084,39832,17.6,1.592,1.601
"NC","South",20091,225234,186768,38466,17.1,1.588,1.548
"NC","South",20092,224244,186042,38202,17,1.581,1.539
"NC","South",20093,222958,183981,38977,17.5,1.572,1.573
"NC","South",20094,221398,180677,40720,18.4,1.561,1.645
"NC","South",20101,219654,178273,41382,18.8,1.548,1.672
"NC","South",20102,217882,176709,41173,18.9,1.536,1.665
"NC","South",20103,216078,177854,38223,17.7,1.523,1.549
"NC","South",20104,214358,183621,30737,14.3,1.511,1.247
"NC","South",20111,212830,191650,21180,10,1.5,0.861
"NC","South",20112,211967,200818,11149,5.3,1.494,0.453
"NC","South",20113,211893,201298,10595,5,1.494,0.248
"NC","South",20114,212523,201305,11218,5.3,1.498,0.263
"NC","South",20121,213769,201315,12454,5.8,1.507,0.293
"NC","South",20122,215585,201331,14253,6.6,1.52,0.335
"NC","South",20123,217884,201354,16530,7.6,1.536,0.389
"NC","South",20124,220597,201385,19211,8.7,1.555,0.453
"NC","South",20131,223636,201425,22211,9.9,1.576,0.525
"ND","Midwest",19751,21391,19453,1938,9.1,0.25,0
"ND","Midwest",19752,21741,19694,2047,9.4,0.254,0
"ND","Midwest",19753,22246,19931,2314,10.4,0.259,0
"ND","Midwest",19754,22881,20191,2690,11.8,0.267,0
"ND","Midwest",19761,23646,20511,3134,13.3,0.276,0
"ND","Midwest",19762,24404,20866,3538,14.5,0.285,0
"ND","Midwest",19763,25194,21254,3941,15.6,0.294,0
"ND","Midwest",19764,26090,21666,4423,17,0.304,0
"ND","Midwest",19771,27009,22086,4924,18.2,0.315,0
"ND","Midwest",19772,27819,22533,5286,19,0.324,0
"ND","Midwest",19773,28470,23000,5469,19.2,0.332,0
"ND","Midwest",19774,29118,23486,5631,19.3,0.34,0
"ND","Midwest",19781,29900,24006,5894,19.7,0.349,0
"ND","Midwest",19782,30783,24544,6239,20.3,0.359,0
"ND","Midwest",19783,31868,25117,6751,21.2,0.372,0.001
